id,price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,region,suburbpopulation,postcode,ethnic_breakdown,suburb_median_house_price,median_house_rent_per_week,suburb_median_apartment_price,median_apartment_rent_per_week,public_housing_pct,avg_years_held,time_to_cbd_public_transport_town_hall_st,time_to_cbd_driving_town_hall_st,nearest_train_station,highlights_attractions,ideal_for,traffic,public_transport,affordability_rental,affordability_buying,nature,noise,things_to_see_do,family_friendliness,pet_friendliness,safety,overall_rating
6377,1340000.0,2021-11-25,Dolls Point,2,2,2,175,Apartment / Unit / Flat,1661.0,45136,0.22,-33.99339,151.14479,6,0.1,220.1,15.45,Southern Suburbs,"1,700",2219,"Australian 16.6%,English 15.9%,Greek 12.7%,Irish 6.2%,Italian 4.9%",1900000.0,0.0,700000.0,460.0,1%,0.0,50.0,25.0,Rockdale,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,1075000.0,2016-11-21,Stanhope Gardens,2,4,2,503,House,9163.0,45864,2.84,-33.71551,150.92733,64,1.5,167.6,30.99,Western Suburbs,"9,250",2768,"Australian 17.2%,English 16.6%,Indian 11.3%,Filipino 7.0%,Chinese 5.5%",900000.0,585.0,670000.0,430.0,0%,10.0,85.0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,720000.0,2019-10-10,Fairfield,1,3,1,730,House,18081.0,20592,4.43,-33.86904,150.95102,17,0.76,166.4,23.96,Western Suburbs,"18,250",2165,"Assyrian 11.9%,Vietnamese 9.4%,Chinese 8.8%,Iraqi 7.9%,Australian 6.1%",700000.0,450.0,395000.0,360.0,8%,15.5,50.0,40.0,Fairfield,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3322,1250000.0,2020-10-27,Kurnell,1,3,1,1486,House,2267.0,39364,19.199,-34.02098,151.18685,1,0.25,172.6,17.42,Sutherland Shire,"2,500",2231,"English 32.8%,Australian 30.6%,Irish 8.6%,Scottish 6.5%,Italian 2.3%",1200000.0,630.0,0.0,580.0,0%,15.3,85.0,45.0,Cronulla,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3402,1075000.0,2020-11-14,Rouse Hill,2,4,2,637,House,7965.0,45812,10.638,-33.67757,150.91278,45,0.11,172.6,34.5,Hills Shire,"12,000",2155,"English 22.8%,Australian 22.4%,Irish 6.8%,Scottish 5.4%,Chinese 4.1%",925000.0,600.0,720000.0,480.0,0%,9.2,55.0,60.0,Rouse Hill (Metro),"Rouse Hill Town Centre,Rouse Hill Regional Park","Families,small families,retirees",3.0,4.0,6.0,6.0,8.0,7.0,7.0,9.0,8.0,7.0,6.5
3098,1555000.0,2020-08-28,Camperdown,1,3,1,130,Terrace,10341.0,46228,1.517,-33.88889,151.18298,36,0.25,167.6,3.63,Inner West,"11,000",2050,"English 21.0%,Australian 15.8%,Chinese 11.5%,Irish 9.9%,Scottish 6.9%",1350000.0,785.0,760000.0,620.0,4%,11.7,20.0,15.0,Macdonaldtown,"University of Sydney,Camperdown Memorial Rest Park,Victoria Park","University students,young professionals,small families",3.0,5.0,4.0,3.0,7.0,4.0,8.0,6.0,7.0,5.0,5.2
1686,3070000.0,2018-10-20,Taren Point,2,4,3,1189,House,1734.0,36296,1.359,-34.01833,151.12465,8,1.5,160.5,18.73,Sutherland Shire,"1,800",2229,"English 24.2%,Australian 20.9%,Greek 9.3%,Scottish 6.5%,Irish 6.4%",1400000.0,920.0,990000.0,0.0,0%,22.7,55.0,30.0,Miranda,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,685000.0,2020-07-13,Rooty Hill,1,3,1,565,House,14704.0,33176,6.808,-33.77213,150.845,43,0.25,167.6,35.32,Western Suburbs,"15,000",2766,"Filipino 18.2%,Australian 13.2%,English 12.2%,Indian 6.9%,Chinese 3.3%",660000.0,430.0,570000.0,435.0,4%,14.0,50.0,45.0,Rooty Hill,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3151,1500000.0,2020-09-24,Melrose Park,2,5,1,855,House,1574.0,41028,1.077,-33.81322,151.07389,15,0.25,172.6,13.84,North Shore,"1,750",2114,"Australian 18.8%,English 17.9%,Chinese 11.8%,Irish 11.2%,Scottish 6.6%",1500000.0,680.0,0.0,0.0,3%,12.0,50.0,30.0,West Ryde,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,683000.0,2018-07-31,Ruse,2,5,2,562,House,5584.0,36764,2.596,-34.06927,150.83989,115,1.5,166.6,41.01,South West,"5,750",2560,"Australian 27.9%,English 26.4%,Irish 8.8%,Scottish 6.9%,Italian 2.4%",600000.0,425.0,0.0,350.0,2%,13.5,85.0,55.0,Campbelltown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6882,3625000.0,2021-12-18,Burwood,2,4,2,715,House,16030.0,24856,2.435,-33.87838,151.10412,33,0.1,220.1,9.9,Inner West,"16,500",2134,"Chinese 45.1%,English 7.0%,Australian 5.3%,Indian 3.9%,Korean 3.7%",1900000.0,700.0,790000.0,580.0,3%,14.2,15.0,25.0,Burwood,"Burwood Westfield,Burwood Park","University students,professionals,small families",3.0,7.0,4.0,3.0,4.0,4.0,9.0,7.0,4.0,6.0,5.1
5672,2610000.0,2021-10-30,Sylvania,1,3,1,878,House,10479.0,37284,3.376,-34.01392,151.10109,20,0.1,220.1,19.33,Sutherland Shire,"10,750",2224,"English 22.5%,Australian 21.4%,Greek 7.7%,Irish 7.1%,Scottish 5.6%",1250000.0,755.0,845000.0,510.0,3%,11.8,50.0,40.0,Miranda,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,2250000.0,2019-09-16,Lilli Pilli,3,5,4,777,House,1390.0,51636,0.607,-34.06716,151.11552,42,1.0,166.4,24.05,Sutherland Shire,"1,500",2229,"English 33.0%,Australian 25.4%,Irish 11.4%,Scottish 6.4%,Italian 3.7%",2200000.0,900.0,0.0,0.0,0%,12.5,75.0,40.0,Caringbah,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,1990000.0,2018-02-19,Naremburn,1,3,0,316,House,5884.0,67184,1.25,-33.81731,151.20149,77,1.5,171.9,5.36,Lower North Shore,"6,000",2065,"English 24.4%,Australian 20.1%,Irish 9.1%,Scottish 7.2%,Chinese 6.8%",2100000.0,1000.0,1150000.0,630.0,3%,12.3,25.0,10.0,St Leonards,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,1186000.0,2016-07-16,Carlton,1,3,2,417,House,10722.0,32656,2.065,-33.97075,151.1214,36,1.75,159.3,14.29,Southern Suburbs,"11,000",2218,"Chinese 18.8%,English 10.9%,Australian 10.7%,Greek 6.8%,Macedonian 5.1%",1250000.0,590.0,655000.0,465.0,2%,14.7,30.0,25.0,Carlton,Jubilee Oval,"Families,small families,retirees,professionals",5.0,6.0,6.0,5.0,6.0,8.0,4.0,8.0,8.0,8.0,6.4
2326,2400000.0,2019-10-19,Horsley Park,3,8,3,10020,House,1837.0,32604,21.968,-33.8426,150.84816,84,0.76,166.4,33.57,Western Suburbs,"2,000",2175,"Italian 24.9%,Maltese 16.2%,Australian 12.8%,English 9.0%,Assyrian 3.9%",2250000.0,480.0,0.0,0.0,2%,0.0,90.0,40.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,1480000.0,2018-05-14,Belrose,1,3,2,702,House,8780.0,39728,13.636,-33.72159,151.21169,156,1.5,169.8,15.92,Northern Beaches,"9,000",2085,"English 29.2%,Australian 23.0%,Irish 9.2%,Scottish 7.0%,Armenian 2.9%",1550000.0,975.0,570000.0,470.0,0%,14.6,50.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6624,1850000.0,2021-12-06,Bella Vista,2,5,2,757,House,7837.0,43784,3.8,-33.74234,150.95464,101,0.1,210.1,27.28,Hills Shire,"8,000",2153,"Chinese 13.8%,English 13.5%,Australian 13.0%,Indian 11.4%,Irish 4.8%",1600000.0,750.0,825000.0,610.0,0%,13.3,50.0,30.0,Bella Vista (metro),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6989,1570000.0,2021-12-20,Belmore,1,3,2,613,House,12718.0,26208,2.731,-33.91942,151.08774,32,0.1,220.1,12.8,Western Suburbs,"13,000",2192,"Greek 13.4%,Lebanese 9.5%,Chinese 8.7%,Australian 8.1%,English 8.0%",1000000.0,575.0,540000.0,390.0,5%,16.1,30.0,25.0,Belmore,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,1155000.0,2021-06-16,Wattle Grove,2,5,2,610,House,8952.0,44096,2.591,-33.95266,150.93951,15,0.1,210.1,26.82,Western Suburbs,"9,000",2173,"Australian 23.0%,English 19.5%,Irish 6.3%,Indian 5.7%,Scottish 4.6%",800000.0,525.0,0.0,485.0,1%,12.6,70.0,40.0,Holsworthy,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5065,3300000.0,2021-09-28,Birchgrove,2,3,1,114,House,3303.0,78780,0.586,-33.85093,151.18309,24,0.1,220.1,2.94,Inner West,"3,500",2041,"English 30.7%,Australian 18.3%,Irish 12.8%,Scottish 8.8%,German 3.1%",2100000.0,950.0,1300000.0,625.0,0%,11.3,20.0,12.0,"Rozelle Bay (Light Rail),Balmain Wharf",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,685000.0,2019-05-22,Cranebrook,2,4,4,350,House,15759.0,40716,14.949,-33.70698,150.70828,48,1.5,153.5,49.66,Western Suburbs,"16,000",2749,"Australian 30.5%,English 27.6%,Irish 8.0%,Scottish 5.7%,Maltese 3.3%",625000.0,450.0,515000.0,390.0,9%,12.3,95.0,55.0,Penrith,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,745000.0,2019-07-26,Toongabbie,1,3,3,645,House,14337.0,34996,4.733,-33.79196,150.9468,39,1.02,159.0,25.67,Western Suburbs,"14,500",2146,"Australian 16.1%,English 14.7%,Indian 14.4%,Chinese 5.5%,Irish 4.9%",810000.0,450.0,550000.0,440.0,5%,14.1,40.0,35.0,Toongabbie,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5020,2230000.0,2021-09-25,Marsfield,1,3,2,626,House,13297.0,32448,3.863,-33.77752,151.10509,87,0.1,220.1,13.73,North Shore,"13,500",2122,"Chinese 28.7%,English 13.5%,Australian 12.1%,Irish 4.8%,Italian 4.0%",1650000.0,715.0,800000.0,510.0,3%,10.8,55.0,25.0,Eastwood,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4002,2950000.0,2021-04-17,Camperdown,3,4,1,220,House,10341.0,46228,1.517,-33.88889,151.18298,36,0.1,197.9,3.63,Inner West,"11,000",2050,"English 21.0%,Australian 15.8%,Chinese 11.5%,Irish 9.9%,Scottish 6.9%",1350000.0,785.0,760000.0,620.0,4%,11.7,20.0,15.0,Macdonaldtown,"University of Sydney,Camperdown Memorial Rest Park,Victoria Park","University students,young professionals,small families",3.0,5.0,4.0,3.0,7.0,4.0,8.0,6.0,7.0,5.0,5.2
3896,2000000.0,2021-03-25,Avalon Beach,2,3,4,790,House,9905.0,43628,5.131,-33.62899,151.32686,46,0.1,197.9,28.35,Northern Beaches,"10,000",2107,"English 34.6%,Australian 24.6%,Irish 10.7%,Scottish 8.8%,German 2.9%",1900000.0,850.0,790000.0,550.0,0%,8.6,95.0,55.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4630,3170000.0,2021-07-30,Naremburn,2,4,0,323,House,5884.0,67184,1.25,-33.81731,151.20149,77,0.1,210.1,5.36,Lower North Shore,"6,000",2065,"English 24.4%,Australian 20.1%,Irish 9.1%,Scottish 7.2%,Chinese 6.8%",2100000.0,1000.0,1150000.0,630.0,3%,12.3,25.0,10.0,St Leonards,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6884,3230000.0,2021-12-18,Sans Souci,2,3,3,843,House,10304.0,37336,3.065,-33.99452,151.13524,3,0.1,220.1,15.92,Southern Suburbs,"10,500",2219,"English 16.4%,Australian 16.2%,Greek 14.4%,Irish 6.2%,Italian 4.6%",1450000.0,690.0,760000.0,495.0,3%,12.7,50.0,30.0,Kogarah,"Cook Park,various yacht/sailing clubs,waterfront views","Small families,families,professionals,retirees",4.0,2.0,6.0,4.0,9.0,7.0,7.0,7.0,8.0,8.0,6.2
6070,1010000.0,2021-11-16,Leumeah,3,6,3,835,House,9835.0,32292,4.055,-34.05375,150.83957,81,0.1,220.1,40.12,South West,"10,000",2560,"Australian 23.0%,English 22.7%,Irish 6.8%,Scottish 5.6%,Indian 3.4%",590000.0,385.0,380000.0,345.0,10%,12.7,60.0,50.0,Leumeah,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6154,1850000.0,2021-11-19,Cromer,1,3,2,268,House,7592.0,40144,6.206,-33.73041,151.26832,32,0.1,220.1,15.89,Northern Beaches,"7,750",2099,"English 29.8%,Australian 25.0%,Irish 8.4%,Scottish 7.0%,Italian 4.8%",1550000.0,840.0,725000.0,540.0,1%,13.0,75.0,40.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,432000.0,2018-07-16,Girraween,1,2,1,105,Apartment / Unit / Flat,5590.0,35152,2.316,-33.80002,150.94399,58,1.5,166.6,25.65,Western Suburbs,"5,750",2145,"Indian 28.6%,Australian 10.8%,English 9.3%,Sri Lankan 4.5%,Maltese 4.0%",850000.0,510.0,650000.0,460.0,5%,9.4,60.0,35.0,Pendle Hill,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,800000.0,2017-05-27,Dulwich Hill,1,2,1,85,Apartment / Unit / Flat,13715.0,47528,2.122,-33.9047,151.13884,32,1.5,176.6,7.9,Inner West,"14,500",2203,"English 19.4%,Australian 16.4%,Irish 9.5%,Scottish 6.2%,Greek 5.2%",1500000.0,725.0,780000.0,475.0,2%,14.0,20.0,20.0,Dulwich Hill,"Jack Shanahan Reserve,heritage homes,boutique cafes","Professionals,families,retirees",5.0,8.0,6.0,4.0,8.0,7.0,6.0,8.0,9.0,8.0,6.9
2767,1590000.0,2020-03-24,Frenchs Forest,1,4,1,759,House,13473.0,44876,8.643,-33.75137,151.22303,148,0.43,165.9,12.68,Northern Beaches,"13,500",2086,"English 28.2%,Australian 24.1%,Irish 9.1%,Scottish 7.4%,Chinese 3.8%",1550000.0,900.0,0.0,520.0,0%,13.6,50.0,30.0,Roseville,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6056,1635000.0,2021-11-16,Engadine,2,5,4,806,House,17375.0,41756,9.233,-34.05778,151.01793,147,0.1,220.1,27.77,Sutherland Shire,"17,500",2233,"Australian 31.2%,English 31.1%,Irish 10.1%,Scottish 7.4%,German 2.4%",950000.0,650.0,680000.0,445.0,1%,14.3,40.0,50.0,Engadine,"Sporting amenities,parks & greenery","Families,retirees",4.0,6.0,6.0,7.0,8.0,7.0,3.0,9.0,8.0,8.0,6.6
6084,2110000.0,2021-11-17,Burwood,2,4,2,392,House,16030.0,24856,2.435,-33.87838,151.10412,33,0.1,220.1,9.9,Inner West,"16,500",2134,"Chinese 45.1%,English 7.0%,Australian 5.3%,Indian 3.9%,Korean 3.7%",1900000.0,700.0,790000.0,580.0,3%,14.2,15.0,25.0,Burwood,"Burwood Westfield,Burwood Park","University students,professionals,small families",3.0,7.0,4.0,3.0,4.0,4.0,9.0,7.0,4.0,6.0,5.1
4545,1920000.0,2021-07-19,Normanhurst,1,3,1,965,House,5290.0,38688,2.191,-33.72338,151.09579,180,0.1,210.1,18.95,Upper North Shore,"5,500",2076,"English 24.0%,Australian 22.1%,Chinese 7.8%,Irish 7.7%,Scottish 7.1%",1350000.0,710.0,870000.0,480.0,5%,14.1,55.0,35.0,Normanhurst,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,2380000.0,2018-09-28,Artarmon,2,4,2,697,House,9523.0,53456,2.535,-33.81194,151.18498,88,1.5,160.5,6.34,North Shore,"10,000",2064,"Chinese 17.9%,English 17.3%,Australian 14.5%,Irish 6.7%,Scottish 4.9%",2500000.0,1050.0,900000.0,595.0,5%,15.2,20.0,15.0,Artarmon,"Artarmon Reserve,Japanese dining","Young professionals,professionals,families",6.0,7.0,6.0,4.0,7.0,8.0,4.0,8.0,8.0,8.0,6.6
4333,3370000.0,2021-06-18,Tamarama,2,3,0,234,House,1622.0,73528,0.3,-33.89903,151.27112,26,0.1,210.1,6.8,Eastern Suburbs,"1,750",2026,"English 24.6%,Australian 16.0%,Irish 11.0%,Scottish 6.9%,Italian 4.2%",5000000.0,1800.0,1250000.0,920.0,1%,13.3,35.0,20.0,Bondi Junction,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5407,1280000.0,2021-10-18,Spring Farm,3,5,2,720,House,4307.0,53196,6.357,-34.06839,150.72519,94,0.1,220.1,50.15,South West,"4,500",2570,"Australian 29.2%,English 26.1%,Irish 8.0%,Scottish 6.2%,Italian 3.2%",675000.0,505.0,0.0,370.0,0%,4.4,110.0,55.0,Campbelltown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,762000.0,2019-11-07,Toongabbie,1,3,3,556,House,14337.0,34996,4.733,-33.79196,150.9468,39,1.02,159.0,25.67,Western Suburbs,"14,500",2146,"Australian 16.1%,English 14.7%,Indian 14.4%,Chinese 5.5%,Irish 4.9%",810000.0,450.0,550000.0,440.0,5%,14.1,40.0,35.0,Toongabbie,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,2885000.0,2021-05-29,Arncliffe,3,4,2,1100,House,10590.0,32708,2.943,-33.93868,151.14572,32,0.1,197.9,10.09,Southern Suburbs,"11,000",2205,"Lebanese 12.6%,Australian 11.5%,English 11.1%,Chinese 10.8%,Macedonian 4.8%",1100000.0,650.0,670000.0,550.0,6%,11.1,20.0,30.0,Wolli Creek,Barton Park,0,4.0,6.0,6.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.5
764,635000.0,2017-04-20,Oakhurst,1,4,2,325,House,6955.0,36764,2.027,-33.73724,150.83862,41,1.5,176.6,37.19,Western Suburbs,"7,000",2761,"Australian 17.2%,English 14.6%,Filipino 14.4%,Indian 6.1%,Irish 3.2%",635000.0,415.0,0.0,0.0,1%,14.8,80.0,40.0,Blacktown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5151,3950000.0,2021-10-05,Strathfield,3,6,3,847,House,25813.0,34424,6.572,-33.87913,151.08118,43,0.1,197.9,12.01,Inner West,"26,500",2135,"Chinese 19.6%,Indian 10.0%,Korean 9.9%,English 7.4%,Australian 6.9%",2400000.0,750.0,700000.0,535.0,2%,12.8,35.0,30.0,Strathfield,"Korean dining,Strathfield Park","Professionals,families",5.0,9.0,4.0,2.0,5.0,4.0,5.0,7.0,5.0,7.0,5.3
5966,2070000.0,2021-11-13,Lewisham,1,3,1,247,House,3164.0,48204,0.642,-33.8953,151.14668,25,0.1,220.1,6.74,Inner West,"3,250",2049,"English 22.3%,Australian 18.7%,Irish 10.9%,Scottish 7.0%,Chinese 4.2%",1400000.0,760.0,775000.0,510.0,1%,12.6,20.0,20.0,Lewisham,Morton Park,"Professionals,small families,retirees",4.0,8.0,5.0,4.0,6.0,7.0,2.0,8.0,6.0,8.0,5.8
747,2160000.0,2017-03-31,Moorebank,5,8,6,1500,House,9747.0,38792,12.516,-33.94248,150.94138,15,1.5,176.6,26.27,Western Suburbs,"10,000",2170,"Australian 18.3%,English 16.3%,Lebanese 5.0%,Greek 4.9%,Italian 4.8%",900000.0,565.0,580000.0,475.0,3%,9.8,120.0,40.0,Liverpool,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4587,1200000.0,2021-07-23,Roseville,1,3,1,131,Apartment / Unit / Flat,10082.0,51896,3.923,-33.78256,151.18105,89,0.1,210.1,9.54,North Shore,"10,500",2069,"English 23.2%,Australian 19.6%,Chinese 13.8%,Irish 8.7%,Scottish 6.9%",2500000.0,1100.0,925000.0,605.0,0%,15.3,22.0,25.0,Roseville,Roseville Cinemas,"Families,small families,retirees",5.0,6.0,3.0,2.0,8.0,8.0,3.0,9.0,8.0,10.0,6.2
4352,2100000.0,2021-06-19,Ashfield,1,3,2,468,House,23841.0,35412,3.414,-33.88947,151.12753,38,0.1,210.1,8.08,Inner West,"25,000",2131,"Chinese 19.0%,English 12.7%,Australian 10.6%,Nepalese 6.0%,Irish 5.9%",1500000.0,650.0,680000.0,480.0,1%,14.8,20.0,20.0,Ashfield,"Ashfield Park,Asian dining","Young professionals,professionals",3.0,7.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,7.0,5.3
4653,2910000.0,2021-07-31,Killarney Heights,3,6,2,758,House,4469.0,43836,4.244,-33.7725,151.22111,105,0.1,210.1,10.33,Northern Beaches,"4,500",2087,"English 24.9%,Australian 19.7%,Chinese 8.5%,Irish 7.6%,Scottish 6.8%",1800000.0,975.0,0.0,650.0,0%,15.0,45.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5919,1140000.0,2021-11-12,Gordon,2,2,2,127,Apartment / Unit / Flat,7668.0,44564,3.789,-33.75743,151.15575,117,0.1,220.1,12.96,Upper North Shore,"8,000",2072,"Chinese 20.5%,English 20.4%,Australian 14.7%,Irish 6.1%,Scottish 5.7%",2300000.0,1000.0,940000.0,600.0,0%,16.2,30.0,30.0,Gordon,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,553000.0,2019-02-27,Campbelltown,1,4,2,638,House,12566.0,30628,11.391,-34.06338,150.80766,65,1.5,154.2,43.19,Western Suburbs,"13,000",2560,"English 22.7%,Australian 22.1%,Irish 6.8%,Scottish 5.3%,Indian 2.5%",560000.0,400.0,430000.0,380.0,8%,11.3,65.0,50.0,Campbelltown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4342,4250000.0,2021-06-19,Killara,2,4,3,1328,House,10574.0,49452,4.632,-33.76899,151.15799,116,0.1,210.1,11.7,Northern Suburbs,"11,000",2071,"English 21.0%,Chinese 20.2%,Australian 16.7%,Irish 7.0%,Scottish 6.1%",2650000.0,1100.0,890000.0,625.0,0,13.7,25.0,25.0,Killara,"Swain Gardens,Lane Cove National Park","Retirees,professionals,families",7.0,6.0,4.0,2.0,9.0,9.0,2.0,8.0,8.0,9.0,6.4
4707,4320000.0,2021-08-19,Lindfield,2,5,2,930,House,9791.0,51064,5.131,-33.78063,151.16255,80,0.1,210.1,10.35,North Shore,"10,000",2070,"English 22.0%,Australian 18.3%,Chinese 17.1%,Irish 7.9%,Scottish 6.6%",2850000.0,1000.0,1000000.0,620.0,0%,13.2,35.0,25.0,Lindfield,Lane Cove National Park,"Families,retirees",6.0,6.0,3.0,2.0,8.0,9.0,3.0,9.0,9.0,9.0,6.4
1185,640000.0,2017-12-09,St Andrews,1,4,2,562,House,5730.0,34060,2.082,-34.02451,150.83058,47,1.5,174.0,39.27,South West,"5,750",2566,"Australian 22.1%,English 19.7%,Irish 5.7%,Scottish 5.3%,Filipino 3.9%",615000.0,420.0,0.0,0.0,4%,15.4,80.0,50.0,Minto,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6503,2290000.0,2021-11-28,Hornsby,3,5,2,696,House,22168.0,38792,8.386,-33.69724,151.10055,187,0.1,220.1,21.2,Upper North Shore,"23,000",2077,"Chinese 17.1%,English 16.8%,Australian 14.0%,Indian 5.9%,Irish 5.6%",1150000.0,600.0,645000.0,460.0,3%,12.9,40.0,35.0,Hornsby,"Westfield Hornsby,numerous parks","Small families,families,retirees,professionals",4.0,6.0,7.0,6.0,8.0,7.0,7.0,9.0,8.0,9.0,7.1
1791,1020000.0,2018-12-05,Hinchinbrook,3,6,3,781,House,11222.0,30732,3.228,-33.91752,150.86179,36,1.5,169.8,32.72,Western Suburbs,"11,500",2168,"Australian 10.6%,English 8.6%,Vietnamese 6.6%,Italian 5.8%,Indian 5.3%",720000.0,490.0,0.0,400.0,2%,13.9,95.0,45.0,Liverpool,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,540000.0,2017-09-21,Penrith,2,2,1,85,Apartment / Unit / Flat,13295.0,32240,12.202,-33.74515,150.68955,26,1.5,174.0,49.99,Western Suburbs,"13,500",2750,"English 25.5%,Australian 24.5%,Irish 8.6%,Scottish 6.4%,German 2.5%",630000.0,410.0,450000.0,380.0,11%,10.6,60.0,50.0,Penrith,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2929,640000.0,2020-06-27,Campbelltown,2,3,2,224,Apartment / Unit / Flat,12566.0,30628,11.391,-34.06338,150.80766,65,0.25,167.6,43.19,Western Suburbs,"13,000",2560,"English 22.7%,Australian 22.1%,Irish 6.8%,Scottish 5.3%,Indian 2.5%",560000.0,400.0,430000.0,380.0,8%,11.3,65.0,50.0,Campbelltown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5574,1300000.0,2021-10-26,Oxley Park,1,4,12,1069,House,3112.0,33020,1.271,-33.77068,150.79565,41,0.1,220.1,39.76,Western Suburbs,"3,250",2760,"Australian 20.3%,English 19.7%,Irish 5.1%,Scottish 4.6%,Filipino 3.7%",585000.0,380.0,495000.0,395.0,6%,9.9,90.0,50.0,St Marys,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,1285000.0,2019-09-13,Silverwater,2,5,3,677,House,4166.0,37024,2.7,-33.83414,151.04521,7,1.0,166.4,15.62,Western Suburbs,"4,250",2128,"Korean 10.1%,Australian 6.1%,English 5.4%,Chinese 5.3%,Lebanese 4.2%",970000.0,490.0,605000.0,440.0,1%,10.0,60.0,25.0,Clyde,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3299,1180000.0,2020-10-23,Wentworthville,2,5,1,1237,House,11318.0,34320,3.101,-33.80641,150.96973,26,0.25,172.6,23.17,Western Suburbs,"11,500",2145,"Indian 26.0%,English 9.7%,Australian 9.4%,Chinese 7.1%,Lebanese 3.8%",950000.0,480.0,530000.0,430.0,7%,13.2,35.0,35.0,Wentworthville,"Indian dining,Community Garden","Families,professionals",4.0,6.0,7.0,6.0,4.0,5.0,6.0,7.0,6.0,6.0,5.7
